year,minister,ngram,count,score
2022,Arístides Rodrigo Guerrero García,maestra nicole,8,0.00671063050781507
2022,Arístides Rodrigo Guerrero García,nicole elizabeth,8,0.00671063050781507
2022,Arístides Rodrigo Guerrero García,elizabeth illand,8,0.00671063050781507
2022,Arístides Rodrigo Guerrero García,maestro saul,8,0.00671063050781507
2022,Arístides Rodrigo Guerrero García,cultura jur,7,0.005871801694338186
2022,Arístides Rodrigo Guerrero García,jur dica,7,0.005871801694338186
2022,Arístides Rodrigo Guerrero García,illand murga,8,0.004690529435144919
2022,Arístides Rodrigo Guerrero García,coags 2001,5,0.004194144067384419
2022,Arístides Rodrigo Guerrero García,direcci casas,5,0.004194144067384419
2022,Arístides Rodrigo Guerrero García,menciona registro,5,0.004194144067384419
2023,Arístides Rodrigo Guerrero García,garcia travesi,13,0.005625560272302687
2023,Arístides Rodrigo Guerrero García,alejandra rabasa,12,0.005192824866740942
2023,Arístides Rodrigo Guerrero García,rabasa salinas,12,0.005192824866740942
2023,Arístides Rodrigo Guerrero García,correos electronicos,17,0.00514197416113131
2023,Arístides Rodrigo Guerrero García,conocimiento cientifico,9,0.0038946186500557066
2023,Arístides Rodrigo Guerrero García,garcia huerta,8,0.003461883244493961
2023,Arístides Rodrigo Guerrero García,eduardo garcia,8,0.003461883244493961
2023,Arístides Rodrigo Guerrero García,cientifico derechos,7,0.003029147838932216
2023,Arístides Rodrigo Guerrero García,electronicos recibidos,7,0.003029147838932216
2023,Arístides Rodrigo Guerrero García,recibidos enviados,7,0.003029147838932216
2024,Arístides Rodrigo Guerrero García,arnoldo ruiz,12,0.006567868104570608
2024,Arístides Rodrigo Guerrero García,paulo arnoldo,11,0.006020545762523057
2024,Arístides Rodrigo Guerrero García,fojas fojas,9,0.004925901078427957
2024,Arístides Rodrigo Guerrero García,adjuntar respectivo,9,0.004925901078427957
2024,Arístides Rodrigo Guerrero García,respectivo contrato,9,0.004925901078427957
2024,Arístides Rodrigo Guerrero García,ruiz garcia,12,0.004590742797530117
2024,Arístides Rodrigo Guerrero García,alguna contraprestacion,7,0.0038312563943328553
2024,Arístides Rodrigo Guerrero García,contraprestacion participacion,6,0.003283934052285304
2024,Arístides Rodrigo Guerrero García,publicos luis,6,0.003283934052285304
2024,Arístides Rodrigo Guerrero García,luis rogelio,6,0.003283934052285304
2025,Arístides Rodrigo Guerrero García,erika paola,8,0.010290883097180093
2025,Arístides Rodrigo Guerrero García,paola sanchez,8,0.010290883097180093
2025,Arístides Rodrigo Guerrero García,sanchez barrera,8,0.010290883097180093
2025,Arístides Rodrigo Guerrero García,fuera horario,8,0.010290883097180093
2025,Arístides Rodrigo Guerrero García,hugo aguilar,8,0.010290883097180093
2025,Arístides Rodrigo Guerrero García,trabajadores direccion,6,0.00771816232288507
2025,Arístides Rodrigo Guerrero García,desde 2019,6,0.00771816232288507
2025,Arístides Rodrigo Guerrero García,actividades fuera,6,0.00771816232288507
2025,Arístides Rodrigo Guerrero García,perez gomez,6,0.00771816232288507
2025,Arístides Rodrigo Guerrero García,violeta vargas,6,0.00771816232288507
2026,Arístides Rodrigo Guerrero García,pagar ptu,5,0.01190581744050696
2026,Arístides Rodrigo Guerrero García,controladora mabe,4,0.009524653952405569
2026,Arístides Rodrigo Guerrero García,espero encuentren,4,0.009524653952405569
2026,Arístides Rodrigo Guerrero García,encuentren bien,4,0.009524653952405569
2026,Arístides Rodrigo Guerrero García,solo comentarles,4,0.009524653952405569
2026,Arístides Rodrigo Guerrero García,horas extras,4,0.009524653952405569
2026,Arístides Rodrigo Guerrero García,ojala puedan,4,0.009524653952405569
2026,Arístides Rodrigo Guerrero García,puedan apoyar,4,0.009524653952405569
2026,Arístides Rodrigo Guerrero García,atenciones encuentro,4,0.009524653952405569
2026,Arístides Rodrigo Guerrero García,encuentro ordenes,4,0.009524653952405569
2017,Eduardo Medina Mora,documental derechos,15,0.007283588442621402
2017,Eduardo Medina Mora,derechos garantizados,15,0.007283588442621402
2017,Eduardo Medina Mora,garantizados 100,15,0.007283588442621402
2017,Eduardo Medina Mora,100 anos,15,0.007283588442621402
2017,Eduardo Medina Mora,anos comenzo,14,0.006798015879779975
2017,Eduardo Medina Mora,comenzo transmitir,13,0.006312443316938548
2017,Eduardo Medina Mora,transmitir canal,13,0.006312443316938548
2017,Eduardo Medina Mora,serie documental,17,0.005769811158030305
2017,Eduardo Medina Mora,moral oficial,8,0.003884580502731414
2017,Eduardo Medina Mora,demandando invalidez,7,0.0033990079398899874
2018,Eduardo Medina Mora,segundo penal,16,0.006047498602742077
2018,Eduardo Medina Mora,disidente jose,11,0.004157655289385178
2018,Eduardo Medina Mora,unanimidad jose,15,0.003962831366794403
2018,Eduardo Medina Mora,termino reparar,9,0.0034017179640424182
2018,Eduardo Medina Mora,aislada fuente,16,0.003162108481486372
2018,Eduardo Medina Mora,defraudacion fiscal,8,0.0030237493013710384
2018,Eduardo Medina Mora,disidente eduardo,7,0.0026457806386996586
2018,Eduardo Medina Mora,lopez perez,7,0.0026457806386996586
2018,Eduardo Medina Mora,2012 mayoria,7,0.0026457806386996586
2018,Eduardo Medina Mora,mayoria disidente,13,0.0025692131412076774
2019,Eduardo Medina Mora,sillas butacas,28,0.008820958079605047
2019,Eduardo Medina Mora,proceso imputados,25,0.007875855428218791
2019,Eduardo Medina Mora,cuantas vinculo,20,0.0063006843425750325
2019,Eduardo Medina Mora,vinculo proceso,20,0.0063006843425750325
2019,Eduardo Medina Mora,concluyo proceso,20,0.0063006843425750325
2019,Eduardo Medina Mora,quisieramos saber,13,0.004095444822673771
2019,Eduardo Medina Mora,saber siguiente,13,0.004095444822673771
2019,Eduardo Medina Mora,desde 2008,13,0.004095444822673771
2019,Eduardo Medina Mora,iniciaron detenido,12,0.00378041060554502
2019,Eduardo Medina Mora,detenido 2015,12,0.00378041060554502
2020,Eduardo Medina Mora,medicamentos 2020,12,0.0034842603191790012
2020,Eduardo Medina Mora,sexo privada,8,0.0033232330405831437
2020,Eduardo Medina Mora,certificaciones medicas,8,0.0033232330405831437
2020,Eduardo Medina Mora,atenta electronico,9,0.002613195239384251
2020,Eduardo Medina Mora,excel detalle,9,0.002613195239384251
2020,Eduardo Medina Mora,detalle especifico,9,0.002613195239384251
2020,Eduardo Medina Mora,especifico medicamentos,9,0.002613195239384251
2020,Eduardo Medina Mora,medicamentos unidades,9,0.002613195239384251
2020,Eduardo Medina Mora,unidades atencion,9,0.002613195239384251
2020,Eduardo Medina Mora,medica nivel,9,0.002613195239384251
2021,Eduardo Medina Mora,zavala rangel,46,0.009124247470047893
2021,Eduardo Medina Mora,manuel horacio,39,0.00773577502895365
2021,Eduardo Medina Mora,horacio zavala,34,0.006744008999600617
2021,Eduardo Medina Mora,medicamentos 2021,22,0.00436377052915334
2021,Eduardo Medina Mora,romita guanajuato,21,0.004165417323282734
2021,Eduardo Medina Mora,estado guanajuato,36,0.004065376675803498
2021,Eduardo Medina Mora,indemnizacion global,14,0.003972909946008953
2021,Eduardo Medina Mora,grupos facticos,14,0.0027769448821884897
2021,Eduardo Medina Mora,instituto estado,12,0.0023802384704472764
2021,Eduardo Medina Mora,sustento legal,8,0.0022702342548622588
2022,Eduardo Medina Mora,medicamentos 2022,22,0.005083651697566433
2022,Eduardo Medina Mora,epoca undecima,10,0.0033059369605083215
2022,Eduardo Medina Mora,viernes 2022,10,0.0033059369605083215
2022,Eduardo Medina Mora,2017 entrega,13,0.0030039760031074377
2022,Eduardo Medina Mora,2022 datos,11,0.0025418258487832166
2022,Eduardo Medina Mora,2022 mandar,11,0.0025418258487832166
2022,Eduardo Medina Mora,faltas graves,13,0.0022471854208524294
2022,Eduardo Medina Mora,graves 2017,8,0.001848600617296885
2022,Eduardo Medina Mora,precedente negativa,5,0.0016529684802541608
2022,Eduardo Medina Mora,undecima epoca,7,0.0016175255401347742
2023,Eduardo Medina Mora,alejandra rabasa,29,0.005367762676593837
2023,Eduardo Medina Mora,rabasa salinas,28,0.005182667411883704
2023,Eduardo Medina Mora,sistema transporte,27,0.004997572147173572
2023,Eduardo Medina Mora,transporte colectivo,25,0.0046273816177533076
2023,Eduardo Medina Mora,colectivo metro,25,0.0046273816177533076
2023,Eduardo Medina Mora,lgra 2016,24,0.004442286353043176
2023,Eduardo Medina Mora,vigor lgra,20,0.0037019052942026463
2023,Eduardo Medina Mora,desde entrada,24,0.003105024911448425
2023,Eduardo Medina Mora,entrada vigor,24,0.003105024911448425
2023,Eduardo Medina Mora,conocimiento cientifico,16,0.002961524235362117
2024,Eduardo Medina Mora,entre 2008,25,0.00608762979323722
2024,Eduardo Medina Mora,juridicas/morales fundamento,24,0.00584412460150773
2024,Eduardo Medina Mora,fundamento numerales,24,0.00584412460150773
2024,Eduardo Medina Mora,numerales cnpp,24,0.00584412460150773
2024,Eduardo Medina Mora,cuantas penales,20,0.0048701038345897755
2024,Eduardo Medina Mora,cnpp 2016,20,0.0048701038345897755
2024,Eduardo Medina Mora,&#10 &#10,18,0.004383093451130798
2024,Eduardo Medina Mora,contra juridicas/morales,16,0.0038960830676718202
2024,Eduardo Medina Mora,2016 delitos,12,0.002922062300753865
2024,Eduardo Medina Mora,penales dicto,12,0.002922062300753865
2025,Eduardo Medina Mora,gasto ejercido,12,0.0053725493128385276
2025,Eduardo Medina Mora,segun •numero,28,0.004988555413664465
2025,Eduardo Medina Mora,medicamentos 2025,13,0.004068188384531071
2025,Eduardo Medina Mora,votaron partido,9,0.004029411984628896
2025,Eduardo Medina Mora,descuentos salariales,8,0.0035816995418923524
2025,Eduardo Medina Mora,lista nominal,8,0.0035816995418923524
2025,Eduardo Medina Mora,nominal electores,8,0.0035816995418923524
2025,Eduardo Medina Mora,2025 datos,11,0.0034423132484493685
2025,Eduardo Medina Mora,compra indispensable,14,0.003277390484262708
2025,Eduardo Medina Mora,indispensable •clave,14,0.003277390484262708
2026,Eduardo Medina Mora,tentativa secuestro,5,0.0063188394429035295
2026,Eduardo Medina Mora,mochis sinaloa,5,0.0063188394429035295
2026,Eduardo Medina Mora,colonoscopia biopsia,4,0.005055071554322823
2026,Eduardo Medina Mora,carta represalias,3,0.003791303665742117
2026,Eduardo Medina Mora,internacional cij,3,0.003791303665742117
2026,Eduardo Medina Mora,secuestro reposicion,3,0.003791303665742117
2026,Eduardo Medina Mora,anos tentativa,3,0.003791303665742117
2026,Eduardo Medina Mora,riesgo trabajo,3,0.003791303665742117
2026,Eduardo Medina Mora,**** mochis,3,0.003791303665742117
2026,Eduardo Medina Mora,superior ninez,3,0.0026500075396829314
2017,Giovanni Azael Figueroa Mejía,mecanismo metodologia,4,0.031388922533374566
2017,Giovanni Azael Figueroa Mejía,metodologia y/o,4,0.031388922533374566
2017,Giovanni Azael Figueroa Mejía,y/o elemento,4,0.031388922533374566
2017,Giovanni Azael Figueroa Mejía,proteccion datos,3,0.023541691900030925
2017,Giovanni Azael Figueroa Mejía,unanimidad gilberto,3,0.023541691900030925
2017,Giovanni Azael Figueroa Mejía,gilberto chavez,3,0.023541691900030925
2017,Giovanni Azael Figueroa Mejía,chavez priego,3,0.023541691900030925
2017,Giovanni Azael Figueroa Mejía,controversia constitucional,3,0.01611511496546008
2017,Giovanni Azael Figueroa Mejía,testigo mecanismo,2,0.015694461266687283
2017,Giovanni Azael Figueroa Mejía,designacion testigo,2,0.015694461266687283
2018,Giovanni Azael Figueroa Mejía,mayoria cuatro,9,0.019834524770336988
2018,Giovanni Azael Figueroa Mejía,cuatro disidente,9,0.019834524770336988
2018,Giovanni Azael Figueroa Mejía,disidente jose,9,0.019834524770336988
2018,Giovanni Azael Figueroa Mejía,2012 mayoria,7,0.01542685259915099
2018,Giovanni Azael Figueroa Mejía,jose fernando,9,0.013577428857559146
2018,Giovanni Azael Figueroa Mejía,fernando franco,9,0.013577428857559146
2018,Giovanni Azael Figueroa Mejía,franco gonzalez,9,0.013577428857559146
2018,Giovanni Azael Figueroa Mejía,gonzalez salas,9,0.013577428857559146
2018,Giovanni Azael Figueroa Mejía,gonzalez nava,4,0.008815344342371995
2018,Giovanni Azael Figueroa Mejía,haya analizado,3,0.006611508256778995
2019,Giovanni Azael Figueroa Mejía,libertad expresion,5,0.015605288191308377
2019,Giovanni Azael Figueroa Mejía,improcedencia 80/98,3,0.009363172914785027
2019,Giovanni Azael Figueroa Mejía,estatal municipal,3,0.009363172914785027
2019,Giovanni Azael Figueroa Mejía,facturas pagadas,3,0.009363172914785027
2019,Giovanni Azael Figueroa Mejía,pagadas mejia,3,0.009363172914785027
2019,Giovanni Azael Figueroa Mejía,mejia pacheco,3,0.009363172914785027
2019,Giovanni Azael Figueroa Mejía,pacheco salvador,3,0.009363172914785027
2019,Giovanni Azael Figueroa Mejía,decimo segundo,3,0.006409420724898895
2019,Giovanni Azael Figueroa Mejía,pido inicial,2,0.006242115276523351
2019,Giovanni Azael Figueroa Mejía,juicio improcedencia,2,0.006242115276523351
2020,Giovanni Azael Figueroa Mejía,igualdad condiciones,3,0.007103096693974848
2020,Giovanni Azael Figueroa Mejía,bis penal,3,0.007103096693974848
2020,Giovanni Azael Figueroa Mejía,suspension procedimiento,3,0.007103096693974848
2020,Giovanni Azael Figueroa Mejía,procedimiento penal,3,0.007103096693974848
2020,Giovanni Azael Figueroa Mejía,cuantos casos,4,0.00648309222748394
2020,Giovanni Azael Figueroa Mejía,ministerio publico,4,0.00648309222748394
2020,Giovanni Azael Figueroa Mejía,accion penal,3,0.0048623191706129556
2020,Giovanni Azael Figueroa Mejía,estado procesal,2,0.004735397795983232
2020,Giovanni Azael Figueroa Mejía,reforma laboral,2,0.004735397795983232
2020,Giovanni Azael Figueroa Mejía,900 plazas,2,0.004735397795983232
2021,Giovanni Azael Figueroa Mejía,investigaciones llevan,14,0.017389001742626947
2021,Giovanni Azael Figueroa Mejía,sistema penal,11,0.013662787083492603
2021,Giovanni Azael Figueroa Mejía,2020 versiones,10,0.012420715530447822
2021,Giovanni Azael Figueroa Mejía,publicas sentencias,7,0.008694500871313474
2021,Giovanni Azael Figueroa Mejía,sentencias dictadas,7,0.008694500871313474
2021,Giovanni Azael Figueroa Mejía,dictadas relacionadas,7,0.008694500871313474
2021,Giovanni Azael Figueroa Mejía,derivado implementacion,7,0.008694500871313474
2021,Giovanni Azael Figueroa Mejía,implementacion sistema,7,0.008694500871313474
2021,Giovanni Azael Figueroa Mejía,penal acusatorio,7,0.008694500871313474
2021,Giovanni Azael Figueroa Mejía,llevan proceso,7,0.008694500871313474
2022,Giovanni Azael Figueroa Mejía,policias vigilantes,7,0.012979385688905937
2022,Giovanni Azael Figueroa Mejía,vigilantes barrio,7,0.012979385688905937
2022,Giovanni Azael Figueroa Mejía,sistema laboral,7,0.012979385688905937
2022,Giovanni Azael Figueroa Mejía,mariano azuela,6,0.011125187733347947
2022,Giovanni Azael Figueroa Mejía,azuela guitron,6,0.011125187733347947
2022,Giovanni Azael Figueroa Mejía,barrio colonia,6,0.011125187733347947
2022,Giovanni Azael Figueroa Mejía,reforma sistema,6,0.011125187733347947
2022,Giovanni Azael Figueroa Mejía,queja administrativa,5,0.009270989777789956
2022,Giovanni Azael Figueroa Mejía,gubernatura indigena,4,0.007416791822231965
2022,Giovanni Azael Figueroa Mejía,diversos medios,3,0.005562593866673973
2023,Giovanni Azael Figueroa Mejía,mariana diaz,16,0.010873984917222244
2023,Giovanni Azael Figueroa Mejía,diaz figueroa,16,0.010873984917222244
2023,Giovanni Azael Figueroa Mejía,historial navegador,16,0.010873984917222244
2023,Giovanni Azael Figueroa Mejía,navegador internet,16,0.010873984917222244
2023,Giovanni Azael Figueroa Mejía,internet equipo,16,0.010873984917222244
2023,Giovanni Azael Figueroa Mejía,equipo computo,16,0.010873984917222244
2023,Giovanni Azael Figueroa Mejía,computo designo,16,0.010873984917222244
2023,Giovanni Azael Figueroa Mejía,designo servidor,16,0.010873984917222244
2023,Giovanni Azael Figueroa Mejía,realizar actividades,16,0.010873984917222244
2023,Giovanni Azael Figueroa Mejía,actividades laborales,16,0.010873984917222244
2024,Giovanni Azael Figueroa Mejía,san juan,7,0.008409279410253438
2024,Giovanni Azael Figueroa Mejía,estado nayarit,5,0.0060066281501810264
2024,Giovanni Azael Figueroa Mejía,estadounidense hugging,4,0.004805302520144821
2024,Giovanni Azael Figueroa Mejía,hugging face,4,0.004805302520144821
2024,Giovanni Azael Figueroa Mejía,face inc,4,0.004805302520144821
2024,Giovanni Azael Figueroa Mejía,contrato compraventa,4,0.004805302520144821
2024,Giovanni Azael Figueroa Mejía,delitos ambientales,4,0.004805302520144821
2024,Giovanni Azael Figueroa Mejía,indicando entidad,4,0.004805302520144821
2024,Giovanni Azael Figueroa Mejía,federativa hechos,4,0.004805302520144821
2024,Giovanni Azael Figueroa Mejía,hechos anos,4,0.004805302520144821
2025,Giovanni Azael Figueroa Mejía,declaratorias generales,12,0.006993818283298312
2025,Giovanni Azael Figueroa Mejía,generales inconstitucionalidad,12,0.006993818283298312
2025,Giovanni Azael Figueroa Mejía,organo administracion,6,0.006993818283298312
2025,Giovanni Azael Figueroa Mejía,hugo aguilar,5,0.005828181902748593
2025,Giovanni Azael Figueroa Mejía,inclusion laboral,7,0.005585433303678472
2025,Giovanni Azael Figueroa Mejía,cuantas declaratorias,9,0.005245363712473733
2025,Giovanni Azael Figueroa Mejía,ninas ninos,6,0.004787514260295833
2025,Giovanni Azael Figueroa Mejía,confianza honorarios,4,0.004662545522198874
2025,Giovanni Azael Figueroa Mejía,plaza 1224,4,0.004662545522198874
2025,Giovanni Azael Figueroa Mejía,aguilar ortiz,4,0.004662545522198874
2017,Hugo Aguilar Ortiz,sociedad autoconsumo,6,0.005530628726166643
2017,Hugo Aguilar Ortiz,autoconsumo responsable,6,0.005530628726166643
2017,Hugo Aguilar Ortiz,responsable tolerante,6,0.005530628726166643
2017,Hugo Aguilar Ortiz,superior ciudad,6,0.005530628726166643
2017,Hugo Aguilar Ortiz,voz armas,5,0.004608857271805536
2017,Hugo Aguilar Ortiz,bandala armando,5,0.004608857271805536
2017,Hugo Aguilar Ortiz,armando santacruz,5,0.004608857271805536
2017,Hugo Aguilar Ortiz,gonzalez jose,5,0.004608857271805536
2017,Hugo Aguilar Ortiz,pablo girault,5,0.004608857271805536
2017,Hugo Aguilar Ortiz,girault ruiz,5,0.004608857271805536
2018,Hugo Aguilar Ortiz,segundo penal,18,0.005884599314201463
2018,Hugo Aguilar Ortiz,mayoria disidente,12,0.005612638861655201
2018,Hugo Aguilar Ortiz,penal primer,13,0.004249988393589946
2018,Hugo Aguilar Ortiz,penal tercer,12,0.003923066209467642
2018,Hugo Aguilar Ortiz,eduardo lopez,8,0.003741759241103467
2018,Hugo Aguilar Ortiz,2002 unanimidad,11,0.003596144025345339
2018,Hugo Aguilar Ortiz,rio rodriguez,7,0.0032740393359655335
2018,Hugo Aguilar Ortiz,jorge humberto,7,0.0032740393359655335
2018,Hugo Aguilar Ortiz,humberto benitez,7,0.0032740393359655335
2018,Hugo Aguilar Ortiz,benitez pimienta,7,0.0032740393359655335
2019,Hugo Aguilar Ortiz,jorge benjamin,60,0.025546432244756424
2019,Hugo Aguilar Ortiz,benjamin martinez,60,0.025546432244756424
2019,Hugo Aguilar Ortiz,leyes normas,33,0.014050537734616035
2019,Hugo Aguilar Ortiz,normas reglamentos,33,0.014050537734616035
2019,Hugo Aguilar Ortiz,facultan trabajo,33,0.014050537734616035
2019,Hugo Aguilar Ortiz,humanos constitucionales,33,0.014050537734616035
2019,Hugo Aguilar Ortiz,profesores jorge,30,0.012773216122378212
2019,Hugo Aguilar Ortiz,martinez zendejas,30,0.012773216122378212
2019,Hugo Aguilar Ortiz,zendejas miguel,30,0.012773216122378212
2019,Hugo Aguilar Ortiz,angel jasso,30,0.012773216122378212
2020,Hugo Aguilar Ortiz,cualquier concepto,28,0.01299430840488893
2020,Hugo Aguilar Ortiz,federacion correspondiente,18,0.011951133700661138
2020,Hugo Aguilar Ortiz,pagos entendiendo,14,0.009295326211625328
2020,Hugo Aguilar Ortiz,entendiendo concepto,14,0.009295326211625328
2020,Hugo Aguilar Ortiz,concepto representen,14,0.009295326211625328
2020,Hugo Aguilar Ortiz,representen ingresos,14,0.009295326211625328
2020,Hugo Aguilar Ortiz,ingresos cualquier,14,0.009295326211625328
2020,Hugo Aguilar Ortiz,concepto -incluyendo,14,0.009295326211625328
2020,Hugo Aguilar Ortiz,-incluyendo dinero-,14,0.009295326211625328
2020,Hugo Aguilar Ortiz,dinero- derechos,14,0.009295326211625328
2021,Hugo Aguilar Ortiz,zavala rangel,20,0.011210248748753876
2021,Hugo Aguilar Ortiz,manuel horacio,8,0.0044840994995015504
2021,Hugo Aguilar Ortiz,horacio zavala,8,0.0044840994995015504
2021,Hugo Aguilar Ortiz,grupos facticos,8,0.0044840994995015504
2021,Hugo Aguilar Ortiz,constitucional 89/2020,6,0.003363074624626162
2021,Hugo Aguilar Ortiz,haciendo separacion,6,0.003363074624626162
2021,Hugo Aguilar Ortiz,jesus daniel,6,0.003363074624626162
2021,Hugo Aguilar Ortiz,daniel zavala,6,0.003363074624626162
2021,Hugo Aguilar Ortiz,zavala juarez,6,0.003363074624626162
2021,Hugo Aguilar Ortiz,leon guanajuato,6,0.003363074624626162
2022,Hugo Aguilar Ortiz,bebidas alimentos,11,0.006487816604235273
2022,Hugo Aguilar Ortiz,alimentos proporcionados,11,0.006487816604235273
2022,Hugo Aguilar Ortiz,loretta ortiz,21,0.004928817973708314
2022,Hugo Aguilar Ortiz,ortiz ahlf,21,0.004928817973708314
2022,Hugo Aguilar Ortiz,acuse sello,6,0.003538809056855603
2022,Hugo Aguilar Ortiz,sello recepcion,6,0.003538809056855603
2022,Hugo Aguilar Ortiz,recepcion conste,6,0.003538809056855603
2022,Hugo Aguilar Ortiz,entrego secretaria,6,0.003538809056855603
2022,Hugo Aguilar Ortiz,acuerdos proyecto,6,0.003538809056855603
2022,Hugo Aguilar Ortiz,ahlf informe,5,0.0029490075473796694
2023,Hugo Aguilar Ortiz,alejandra rabasa,36,0.014016412470034774
2023,Hugo Aguilar Ortiz,rabasa salinas,36,0.014016412470034774
2023,Hugo Aguilar Ortiz,conocimiento cientifico,25,0.009733619770857481
2023,Hugo Aguilar Ortiz,cientifico derechos,23,0.008954930189188883
2023,Hugo Aguilar Ortiz,asesores auxiliares,22,0.008565585398354584
2023,Hugo Aguilar Ortiz,auxiliares cargo,22,0.008565585398354584
2023,Hugo Aguilar Ortiz,diana carolina,16,0.006229516653348788
2023,Hugo Aguilar Ortiz,carolina suarez,16,0.006229516653348788
2023,Hugo Aguilar Ortiz,suarez galan,16,0.006229516653348788
2023,Hugo Aguilar Ortiz,historial navegador,16,0.006229516653348788
2024,Hugo Aguilar Ortiz,jimena viveros,20,0.010782416731416746
2024,Hugo Aguilar Ortiz,viveros alvarez,20,0.010782416731416746
2024,Hugo Aguilar Ortiz,loretta ortiz,39,0.00836697226483073
2024,Hugo Aguilar Ortiz,lenia batres,22,0.008290244456462235
2024,Hugo Aguilar Ortiz,ortiz ahlf,36,0.007723359013689905
2024,Hugo Aguilar Ortiz,batres guadarrama,20,0.007536585869511123
2024,Hugo Aguilar Ortiz,horario laboral,9,0.004852087529137536
2024,Hugo Aguilar Ortiz,inconstitucionalidad 130/2022,8,0.004312966692566698
2024,Hugo Aguilar Ortiz,integrante organo,7,0.0037738458559958606
2024,Hugo Aguilar Ortiz,organo consultivo,7,0.0037738458559958606
2025,Hugo Aguilar Ortiz,casas cultura,29,0.013365893316319847
2025,Hugo Aguilar Ortiz,hugo aguilar,26,0.011983214697390207
2025,Hugo Aguilar Ortiz,aguilar ortiz,19,0.008756964586554382
2025,Hugo Aguilar Ortiz,gasto ejercido,12,0.007912663549807717
2025,Hugo Aguilar Ortiz,direccion casas,17,0.00783517884060129
2025,Hugo Aguilar Ortiz,personal adscrito,8,0.005275109033205145
2025,Hugo Aguilar Ortiz,cultura casas,8,0.005275109033205145
2025,Hugo Aguilar Ortiz,2025 recepcion,8,0.005275109033205145
2025,Hugo Aguilar Ortiz,cambio rango,8,0.005275109033205145
2025,Hugo Aguilar Ortiz,presidente hugo,11,0.005069821602742011
2026,Hugo Aguilar Ortiz,presidente hugo,2,0.04235362927458158
2026,Hugo Aguilar Ortiz,hugo aguilar,2,0.04235362927458158
2026,Hugo Aguilar Ortiz,aguilar ortiz,2,0.04235362927458158
2026,Hugo Aguilar Ortiz,cuenta email,1,0.030297172276237443
2026,Hugo Aguilar Ortiz,email oficial,1,0.030297172276237443
2026,Hugo Aguilar Ortiz,oficial correo,1,0.030297172276237443
2026,Hugo Aguilar Ortiz,electronico presidente,1,0.030297172276237443
2026,Hugo Aguilar Ortiz,nacionministro presidente,1,0.030297172276237443
2026,Hugo Aguilar Ortiz,ortiz presenteasunto,1,0.030297172276237443
2026,Hugo Aguilar Ortiz,presenteasunto estado,1,0.030297172276237443
2017,Irving Espinosa Betanzo,sociedad autoconsumo,6,0.01775772565291038
2017,Irving Espinosa Betanzo,autoconsumo responsable,6,0.01775772565291038
2017,Irving Espinosa Betanzo,responsable tolerante,6,0.01775772565291038
2017,Irving Espinosa Betanzo,ximena andion,6,0.01775772565291038
2017,Irving Espinosa Betanzo,andion ibanez,6,0.01775772565291038
2017,Irving Espinosa Betanzo,josefina ricano,5,0.014798104710758651
2017,Irving Espinosa Betanzo,ricano bandala,5,0.014798104710758651
2017,Irving Espinosa Betanzo,bandala armando,5,0.014798104710758651
2017,Irving Espinosa Betanzo,armando santacruz,5,0.014798104710758651
2017,Irving Espinosa Betanzo,santacruz gonzalez,5,0.014798104710758651
2018,Irving Espinosa Betanzo,filial vinculo,8,0.025655544211632825
2018,Irving Espinosa Betanzo,vinculo personal,8,0.025655544211632825
2018,Irving Espinosa Betanzo,personal familiar,8,0.025655544211632825
2018,Irving Espinosa Betanzo,casa cultura,9,0.020174012829953902
2018,Irving Espinosa Betanzo,2017 unanimidad,5,0.016034715132270515
2018,Irving Espinosa Betanzo,familiar pasada,5,0.016034715132270515
2018,Irving Espinosa Betanzo,familiar trabajadora,4,0.012827772105816412
2018,Irving Espinosa Betanzo,amigos intimos,4,0.012827772105816412
2018,Irving Espinosa Betanzo,pasada trabajadora,4,0.012827772105816412
2018,Irving Espinosa Betanzo,casas cultura,5,0.011207784905529946
2019,Irving Espinosa Betanzo,jorge benjamin,60,0.06680614389731274
2019,Irving Espinosa Betanzo,benjamin martinez,60,0.06680614389731274
2019,Irving Espinosa Betanzo,leyes normas,33,0.036743379143522006
2019,Irving Espinosa Betanzo,normas reglamentos,33,0.036743379143522006
2019,Irving Espinosa Betanzo,facultan trabajo,33,0.036743379143522006
2019,Irving Espinosa Betanzo,humanos constitucionales,33,0.036743379143522006
2019,Irving Espinosa Betanzo,profesores jorge,30,0.03340307194865637
2019,Irving Espinosa Betanzo,martinez zendejas,30,0.03340307194865637
2019,Irving Espinosa Betanzo,zendejas miguel,30,0.03340307194865637
2019,Irving Espinosa Betanzo,miguel angel,30,0.03340307194865637
2020,Irving Espinosa Betanzo,unanimidad marta,5,0.016307259865396925
2020,Irving Espinosa Betanzo,marta olivia,5,0.016307259865396925
2020,Irving Espinosa Betanzo,olivia tello,5,0.016307259865396925
2020,Irving Espinosa Betanzo,tello acuna,5,0.016307259865396925
2020,Irving Espinosa Betanzo,2019 unanimidad,4,0.01304580789231754
2020,Irving Espinosa Betanzo,segundo centro,3,0.009784355919238156
2020,Irving Espinosa Betanzo,auxiliar quinta,3,0.009784355919238156
2020,Irving Espinosa Betanzo,quinta region,3,0.009784355919238156
2020,Irving Espinosa Betanzo,derecho fundamental,3,0.009784355919238156
2020,Irving Espinosa Betanzo,derechos fundamentales,3,0.009784355919238156
2021,Irving Espinosa Betanzo,zavala rangel,65,0.028069080844705267
