,solicitud_len,expediente,controversial,post2024,month_1,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12,medio_entrada_dispositivo_movil,medio_entrada_electronica,medio_entrada_manual,tipo_solicitud_Datos Personales,tipo_solicitud_Información pública,medio_entrega_cat_otro,medio_entrega_cat_presencial,medio_entrega_cat_virtual,sentiment_NEG,sentiment_NEU,sentiment_POS,intercept
0,0.08248377699190125,-0.1953979191860367,-0.11051788979066313,0.21595416125923034,0.09519641923685519,0.0636067419770697,-0.007240014627067448,-0.06437473623739887,-0.1349772068763846,-0.035014377915833214,-0.08275931338790476,0.11418370158247787,0.029424998779414593,0.019380302289489927,0.03844256023360682,-0.044870382259300706,-0.0014701999524722865,-0.1074028581923886,0.1081543798644727,-0.1532735224205796,0.15327352242057954,0.07539121214083877,-0.02887666722942008,-0.03908550135733601,-0.07951670122723438,0.08039178229145992,-0.011167809256308382,0.06813381725032996
